순번,자치구,주소,시리얼번호,경도,위도,지면높이
575,마포구,서울특별시 마포구 연남동 250-1,V02Q1940696,126.922272544,37.564714906,3.2
576,마포구,서울특별시 마포구 염리동 154-30,V02Q1940650,126.945400521,37.546687742,3.3
577,마포구,서울특별시 마포구 용강동 381-10,V02Q1940456,126.942692056,37.543102045,3.2
578,마포구,서울특별시 마포구 합정동 407,V02Q1940638,126.910390805,37.550293203,3
579,마포구,서울특별시 마포구 공덕동 23-1,V02Q1940647,126.958483037,37.549480249,3.5
580,마포구,서울특별시 마포구 대흥동 7-6,V02Q1940661,126.946601344,37.552313282,3.5
581,마포구,서울특별시 마포구 도화동 1-452,V02Q1940700,126.956210073,37.540261822,3
582,마포구,서울특별시 마포구 연남동 369-1,V02Q1940640,126.919490435,37.563905103,3.3
583,마포구,서울특별시 마포구 노고산동 31-123,V02Q1940531,126.936237145,37.554889424,3.9
584,마포구,서울특별시 마포구 상수동 72-10,V02Q1940521,126.925522961,37.548762700,3.2
585,마포구,서울특별시 마포구 성산동 산 53-27,V02Q1940622,126.896573450,37.570480416,3.2
586,마포구,서울특별시 마포구 상암동 895,V02Q1940697,126.882942751,37.587569235,3.1
587,마포구,서울특별시 마포구 망원동 460-5,V02Q1940586,126.900901236,37.552877884,3.6
588,마포구,서울특별시 마포구 망원동 403-2,V02Q1940449,126.905987083,37.555791177,3.9
589,마포구,서울특별시 마포구 서교동 485-23,V02Q1940711,126.912365117,37.553798996,4
590,마포구,서울특별시 마포구 망원동 403-6,V02Q1940945,126.906902824,37.555243706,3.2
591,마포구,서울특별시 마포구 망원동 468-16,V02Q1940581,126.901619949,37.561425064,3.1
592,마포구,서울특별시 마포구 망원동 386-15,V02Q1940285,126.910362872,37.554722482,3.4
593,마포구,서울특별시 마포구 망원동 463-11,V02Q1940471,126.898801228,37.561086675,3.6
594,마포구,서울특별시 마포구 성산동 192-19,V02Q1940451,126.906147898,37.563493539,3.6
595,마포구,서울특별시 마포구 성산동 630-3,V02Q1940439,126.917475060,37.559890951,3.4
596,마포구,서울특별시 마포구 염리동 9-245,V02Q1940528,126.947000935,37.555307628,3.6
597,마포구,서울특별시 마포구 염리동 169-12,V02Q1940728,126.947100001,37.544962869,3.8
598,마포구,서울특별시 마포구 연남동 224-43,V02Q1940466,126.927032614,37.563396634,3.5
599,마포구,서울특별시 마포구 마포동 418-2,V02Q1940542,126.944436825,37.535392634,3.7
600,마포구,서울특별시 마포구 대흥동 401-1,V02Q1940490,126.941096063,37.545534000,3.6
601,마포구,서울특별시 마포구 노고산동 1-39,V02Q1940534,126.940289725,37.555722170,3.6
602,마포구,서울특별시 마포구 성산동 590-8,V02Q1940620,126.903513437,37.565194468,3.2
603,마포구,서울특별시 마포구 합정동 85-9,V02Q1940643,126.912963429,37.544331645,3.9
604,마포구,서울특별시 마포구 아현동 612-8,V02Q1940634,126.956525838,37.554067434,3
605,마포구,서울특별시 마포구 노고산동 33-24,V02Q1940606,126.937692378,37.554459210,2.9
606,마포구,서울특별시 마포구 신정동 30-2,V02Q1940461,126.930067638,37.543548656,3
607,마포구,서울특별시 마포구 망원동 453-1,V02Q1940610,126.896584381,37.556140088,3.4
608,마포구,서울특별시 마포구 아현동 676,V02Q1940631,126.948526455,37.556470741,3.4
609,마포구,서울특별시 마포구 서교동 359,V02Q1940723,126.923527194,37.552278967,2.9
610,마포구,서울특별시 마포구 현석동 106-28,V02Q1940288,126.934121335,37.543956765,3.2
611,마포구,서울특별시 마포구 서교동 365-29,V02Q1940626,126.921192311,37.550654660,3.2
612,마포구,서울특별시 마포구 노고산동 117-31,V02Q1940653,126.934625963,37.553106066,3
613,마포구,서울특별시 마포구 망원동 416-7,V02Q1940442,126.902961558,37.557538046,4
614,마포구,서울특별시 마포구 성산동 24-18,V02Q1940688,126.914860850,37.565520442,3.1
615,마포구,서울특별시 마포구 서교동 350-1,V02Q1940722,126.925966058,37.554828667,0
616,마포구,서울특별시 마포구 망원동 408-5,V02Q1940624,126.903854076,37.554581636,3.3
617,마포구,서울특별시 마포구 합정동 198-48,V02Q1940611,126.914756790,37.545528073,3.7
618,마포구,서울특별시 마포구 용강동 38-3,V02Q1940684,126.943863779,37.540211081,3.6
619,마포구,서울특별시 마포구 상수동 347-8,V02Q1940583,126.923390937,37.545205505,3.1
620,마포구,서울특별시 마포구 망원동 450-2,V02Q1940579,126.897668662,37.559629323,3.8
621,마포구,서울특별시 마포구 도화동 204-14,V02Q1940497,126.947836750,37.538312104,3.2
622,마포구,서울특별시 마포구 합정동 406-4,V02Q1940646,126.911326870,37.547674256,3.6
623,마포구,서울특별시 마포구 합정동 404,V02Q1940621,126.914246370,37.546742361,4
624,마포구,서울특별시 마포구 성산동 54-16,V02Q1940459,126.911621855,37.564510612,3.7
625,마포구,서울특별시 마포구 신수동 450-3,V02Q1940535,126.936275920,37.550493287,3.3
626,마포구,서울특별시 마포구 연남동 361-24,V02Q1940450,126.917774061,37.565480765,3.5
627,마포구,서울특별시 마포구 아현동 331-48,V02Q1940618,126.954403342,37.557133494,2.9
628,마포구,서울특별시 마포구 상암동 1296-5,V02Q1940576,126.896669047,37.577176662,3.3
629,마포구,서울특별시 마포구 신공덕동 8-3,V02Q1940619,126.956110443,37.546185483,3.8
630,마포구,서울특별시 마포구 서교동 473-15,V02Q1940609,126.912238552,37.556275389,3.9
631,마포구,서울특별시 마포구 상암동 499-2,V02Q1940833,126.870825226,37.571310770,5.7
632,마포구,서울특별시 마포구 망원동 403-2,V02Q1940813,126.895956014,37.554617778,4.2
633,마포구,서울특별시 마포구 망원동 403-2,V02Q1940854,126.905532976,37.555590595,1.2
634,관악구,서울특별시 관악구 신림동 1468-1,V02Q1940425,126.933053281,37.486421000,3.1
635,관악구,서울특별시 관악구 신림동 505,V02Q1940561,126.918737044,37.485193189,3.9
636,관악구,서울특별시 관악구 신림동 1602-3,V02Q1940440,126.927560971,37.481691684,3.5
637,관악구,서울특별시 관악구 봉천동 975-24,V02Q1940538,126.936065990,37.486277682,3.9
638,관악구,서울특별시 관악구 봉천동 1636-2,V02Q1940674,126.965260142,37.474808425,3.9
639,관악구,서울특별시 관악구 신림동 562,V02Q1940533,126.907968763,37.483057586,3.7
640,관악구,서울특별시 관악구 봉천동 872-23,V02Q1940262,126.949460805,37.483428028,3.3
641,관악구,서울특별시 관악구 봉천동 1560-63,V02Q1940452,126.944462740,37.478892525,3.6
642,관악구,서울특별시 관악구 봉천동 1693-56,V02Q1940272,126.961244584,37.478839542,4.9
643,관악구,서울특별시 관악구 봉천동 산 56-3,V02Q1940458,126.957775697,37.476421550,3.1
644,관악구,서울특별시 관악구 신림동 646-449,V02Q1940532,126.921795051,37.470727878,3
645,관악구,서울특별시 관악구 신림동 1736-12,V02Q1940683,126.919158834,37.462118231,3
646,관악구,서울특별시 관악구 남현동 1125,V02Q1940663,126.977785908,37.474747271,3.7
647,관악구,서울특별시 관악구 신림동 808-169,V02Q1940552,126.915669565,37.476394330,3.7
648,관악구,서울특별시 관악구 봉천동 661-38,V02Q1940444,126.932640904,37.488600304,3.2
649,관악구,서울특별시 관악구 신림동 808-502,V02Q1940557,126.931636320,37.469277115,4
650,관악구,서울특별시 관악구 신림동 408-35,V02Q1940512,126.934891149,37.475561680,3.4
651,관악구,서울특별시 관악구 신림동 90-67,V02Q1940445,126.932355178,37.480392072,3.1
652,관악구,서울특별시 관악구 봉천동 823,V02Q1940657,126.947832361,37.489760672,3.2
653,관악구,서울특별시 관악구 봉천동 801,V02Q1940625,126.958704722,37.490698824,3.8
654,관악구,서울특별시 관악구 신림동 244-17,V02Q1940465,126.940047171,37.468519568,4.1
655,관악구,서울특별시 관악구 봉천동 1706,V02Q1940468,126.959457614,37.484329670,3.6
656,관악구,서울특별시 관악구 봉천동 980-1,V02Q1940446,126.953267798,37.480432106,4.4
657,관악구,서울특별시 관악구 신림동 251-241,V02Q1940260,126.939899246,37.464852583,3.4
658,관악구,서울특별시 관악구 신림동 1602-4,V02Q1940517,126.926497060,37.482486215,3.9
659,관악구,서울특별시 관악구 신림동 1586-1,V02Q1940658,126.925669500,37.483557257,3.7
660,관악구,서울특별시 관악구 신림동 산 156-9,V02Q1940457,126.931912005,37.473194847,3.9
661,관악구,서울특별시 관악구 신림동 1469-7,V02Q1940462,126.922369606,37.489379779,3.2
662,관악구,서울특별시 관악구 봉천동 산 146-28,V02Q1940548,126.930777034,37.491245834,3.1
663,관악구,서울특별시 관악구 봉천동 622-1,V02Q1940493,126.942038141,37.487065431,3.3
664,관악구,서울특별시 관악구 봉천동 981-9,V02Q1940694,126.942708134,37.480240807,3.5
665,관악구,서울특별시 관악구 봉천동 981-4,V02Q1940558,126.947473749,37.479704346,3.5
666,관악구,서울특별시 관악구 봉천동 1693-42,V02Q1940547,126.955297390,37.477791485,3.7
667,관악구,서울특별시 관악구 신림동 1469-4,V02Q1940672,126.925810645,37.487974664,3.9
668,관악구,서울특별시 관악구 신림동 598-8,V02Q1940549,126.922158721,37.475637555,2.8
669,관악구,서울특별시 관악구 신림동 676-30,V02Q1940704,126.918075657,37.463273403,3.4
670,관악구,서울특별시 관악구 봉천동 981-13,V02Q1940689,126.937798795,37.483345261,3.2
671,관악구,서울특별시 관악구 신림동 1714,V02Q1940671,126.925690486,37.463770351,3.8
672,관악구,서울특별시 관악구 신림동 1676-17,V02Q1940725,126.902365272,37.479821352,3.5
673,관악구,서울특별시 관악구 봉천동 979-7,V02Q1940678,126.942046040,37.482581213,3.1
674,관악구,서울특별시 관악구 남현동 1115,V02Q1940681,126.973598246,37.475596249,2.8
675,관악구,서울특별시 관악구 남현동 1060-1,V02Q1940669,126.980135141,37.476427401,2.8
676,관악구,서울특별시 관악구 봉천동 1693-29,V02Q1940537,126.952494018,37.475646812,3.6
677,관악구,서울특별시 관악구 신림동 237-30,V02Q1940633,126.940959642,37.470511388,3.6
678,관악구,서울특별시 관악구 신림동 408-2,V02Q1940589,126.936467643,37.476475075,3.9
679,관악구,서울특별시 관악구 봉천동 970-21,V02Q1940680,126.928862955,37.489325720,3.2
680,관악구,서울특별시 관악구 봉천동 728-1,V02Q1940667,126.926973888,37.492658351,3.3
681,관악구,서울특별시 관악구 신림동 1475-55,V02Q1940703,126.914581853,37.480634340,3.3
682,관악구,서울특별시 관악구 신림동 808-173,V02Q1940701,126.917660902,37.473738394,3.6
683,관악구,서울특별시 관악구 신림동 산 102-9,V02Q1940676,126.922519447,37.458885296,2.8
684,관악구,서울특별시 관악구 신림동 산 87-17,V02Q1940682,126.924455400,37.461887259,3
685,관악구,서울특별시 관악구 신림동 1513-7,V02Q1940269,126.933155701,37.471740618,4.1
686,관악구,서울특별시 관악구 신림동 320,V02Q1940645,126.930247531,37.461539009,3.5
687,관악구,서울특별시 관악구 봉천동 458-42,V02Q1940550,126.951494059,37.486348063,3.4
688,관악구,서울특별시 관악구 신림동 495,V02Q1940673,126.918237414,37.487996202,3.7
689,관악구,서울특별시 관악구 신림동 1648-3,V02Q1940677,126.907034844,37.484587461,3.2
690,관악구,서울특별시 관악구 봉천동 1718-10,V02Q1940510,126.945268507,37.492671311,3.7
691,관악구,서울특별시 관악구 봉천동 738-360,V02Q1940555,126.947493445,37.485477639,3
692,관악구,서울특별시 관악구 신림동 1469-9,V02Q1940660,126.923453033,37.487129427,3
693,관악구,서울특별시 관악구 봉천동 178-178,V02Q1940666,126.967954286,37.470471522,3.7
694,관악구,서울특별시 관악구 신림동 808-266,V02Q1940685,126.916261896,37.478396019,3.6
695,관악구,서울특별시 관악구 신림동 1675-8,V02Q1940652,126.902520271,37.483708428,3.6
696,관악구,서울특별시 관악구 봉천동 1573-12,V02Q1940591,126.949252464,37.478910442,3.5
697,관악구,서울특별시 동작구 상도동 124,V02Q1940560,126.956310667,37.492477025,3.4
698,관악구,서울특별시 관악구 봉천동 1693-13,V02Q1940675,126.939572865,37.478276789,3.5
699,관악구,서울특별시 관악구 봉천동 635-383,V02Q1940692,126.941430088,37.490492222,3.5
700,관악구,서울특별시 관악구 봉천동 850-3,V02Q1940662,126.942535256,37.475726437,3.4
701,관악구,서울특별시 관악구 신림동 1698,V02Q1940691,126.930740417,37.466253246,3.8
702,관악구,서울특별시 관악구 신림동 1439-3,V02Q1940884,126.927124363,37.487397413,1
703,송파구,서울특별시 송파구 석촌동 328-3,V02Q1940742,127.109739451,37.501040267,3.7
704,송파구,서울특별시 송파구 가락동 155-7,V02Q1940784,127.126296648,37.498247757,3.9
705,송파구,서울특별시 송파구 가락동 77-7,V02Q1940679,127.121438826,37.495212727,4.4
706,송파구,서울특별시 송파구 신천동 7,V02Q1940734,127.100466298,37.518337904,2.5
707,송파구,서울특별시 송파구 거여동 36-15,V02Q1940793,127.146171024,37.493457370,4.2
708,송파구,서울특별시 송파구 마천동 211-73,V02Q1940513,127.154991408,37.494179762,4
709,송파구,서울특별시 송파구 마천동 128-50,V02Q1940791,127.149019387,37.496381776,4.1
710,송파구,서울특별시 송파구 문정동 28-9,V02Q1940845,127.124285811,37.489764064,3.7
711,송파구,서울특별시 송파구 문정동 112-17,V02Q1940717,127.132171842,37.485390225,4.3
712,송파구,서울특별시 송파구 방이동 89-1,V02Q1940764,127.134073236,37.515301061,3.1
713,송파구,서울특별시 송파구 방이동 53,V02Q1940790,127.112258966,37.514278277,3.9
714,송파구,서울특별시 송파구 삼전동 86-1,V02Q1940767,127.092310875,37.502603852,3.9
715,송파구,서울특별시 송파구 석촌동 265,V02Q1940772,127.103503284,37.503631193,3.8
716,송파구,서울특별시 송파구 송파동 2-3,V02Q1940775,127.109663753,37.505801455,4.1
717,송파구,서울특별시 송파구 송파동 172,V02Q1940706,127.117110751,37.502049127,4.1
718,송파구,서울특별시 송파구 문정동 150-12,V02Q1940847,127.111908205,37.489683491,3.9
719,송파구,서울특별시 송파구 잠실동 22,V02Q1940708,127.091477797,37.514300619,4.2
720,송파구,서울특별시 송파구 잠실동 27,V02Q1940787,127.094661921,37.512955044,3.4
721,송파구,서울특별시 송파구 신천동 20,V02Q1940800,127.112249200,37.519992859,4
722,송파구,서울특별시 송파구 거여동 127-29,V02Q1940757,127.142857250,37.496722627,3.6
723,송파구,서울특별시 송파구 잠실동 156,V02Q1940788,127.074152379,37.509547855,4.1
724,송파구,서울특별시 송파구 잠실동 282,V02Q1940781,127.084756221,37.506153683,3.9
725,송파구,서울특별시 송파구 오금동 47-11,V02Q1940736,127.128187719,37.504194933,3
726,송파구,서울특별시 송파구 풍납동 74,V02Q1940825,127.121951414,37.538256514,2.9
727,송파구,서울특별시 송파구 장지동 899-1,V02Q1940768,127.139244579,37.478250690,3.5
728,송파구,서울특별시 송파구 방이동 193-14,V02Q1940832,127.124209484,37.511768309,3.8
729,송파구,서울특별시 송파구 풍납동 281-3,V02Q1940873,127.114301129,37.532472110,4.1
730,송파구,서울특별시 송파구 거여동 362-1,V02Q1940745,127.141490229,37.494105760,4.1
731,송파구,서울특별시 송파구 신천동 32,V02Q1940714,127.106818240,37.513345412,3.8
732,송파구,서울특별시 송파구 방이동 96-1,V02Q1940713,127.114540561,37.516185359,4
733,송파구,서울특별시 송파구 잠실동 205-17,V02Q1940941,127.084056858,37.509088133,4.1
734,송파구,서울특별시 송파구 잠실동 284,V02Q1940117,127.087141735,37.508537127,3.5
735,송파구,서울특별시 송파구 풍납동 455,V02Q1940811,127.116249051,37.527273120,4
736,송파구,서울특별시 송파구 석촌동 324-1,V02Q1940821,127.108694904,37.502832774,3.8
737,송파구,서울특별시 송파구 석촌동 184-4,V02Q1940819,127.104688643,37.507344263,3.9
738,송파구,서울특별시 송파구 신천동 32,V02Q1940820,127.102261793,37.511054225,3.8
739,송파구,서울특별시 송파구 잠실동 1168-9,V02Q1940838,127.068059148,37.518415373,6.5
740,송파구,서울특별시 송파구 삼전동 62,V02Q1940887,127.092524240,37.502749128,0.6
741,종로구,서울특별시 종로구 가회동 210,V02Q1940655,126.985146172,37.580050842,3.7
742,종로구,서울특별시 종로구 이화동 82-4,V02Q1940539,127.004513660,37.576920428,3.7
743,종로구,서울특별시 종로구 평창동 235-1,V02Q1940737,126.967444876,37.605426219,3.7
744,종로구,서울특별시 종로구 혜화동 108-1,V02Q1940721,127.000848323,37.586080682,3.7
745,종로구,서울특별시 종로구 창신동 23-313,V02Q1940522,127.012366545,37.577074810,3.7
746,종로구,서울특별시 종로구 내자동 169,V02Q1940499,126.970272261,37.574960033,3.7
747,종로구,서울특별시 종로구 행촌동 180-10,V02Q1940695,126.961981834,37.571916554,3.3
748,종로구,서울특별시 종로구 무악동 60-2,V02Q1940716,126.958181622,37.575952972,1
749,종로구,서울특별시 종로구 사직동 1-28,V02Q1940649,126.968862248,37.576168260,2.7
750,종로구,서울특별시 종로구 삼청동 105-1,V02Q1940232,126.981875888,37.585032927,1
751,종로구,서울특별시 종로구 숭인동 55-2,V02Q1940710,127.015628840,37.577843118,3.3
752,종로구,서울특별시 종로구 숭인동 178-167,V02Q1940796,127.019982768,37.574848152,1
753,종로구,서울특별시 종로구 익선동 99,V02Q1940719,126.990243912,37.574464343,2.5
754,종로구,서울특별시 종로구 효제동 173-2,V02Q1940841,127.005041449,37.572037343,3.5
755,종로구,서울특별시 종로구 창신동 401-3,V02Q1940818,127.016374099,37.570741306,3.8
756,종로구,서울특별시 종로구 창신동 583-3,V02Q1940720,127.010888926,37.574432258,3.1
757,종로구,서울특별시 종로구 궁정동 12-1,V02Q1940837,126.970563131,37.584140840,1
758,종로구,서울특별시 종로구 부암동 265-21,V02Q1940859,126.964090572,37.592431514,1.2
759,종로구,서울특별시 종로구 삼청동 산 2-2,V02Q1940857,126.983856948,37.588018361,3.2
760,종로구,서울특별시 종로구 동숭동 1-124,V02Q1940881,127.003068403,37.580272067,3.2
761,종로구,서울특별시 종로구 재동 54-1,V02Q1940843,126.985912640,37.578936514,1.3
762,종로구,서울특별시 종로구 무악동 69-3,V02Q1940822,126.957780596,37.575423844,4.3
763,종로구,서울특별시 종로구 부암동 141-1,V02Q1940797,126.963432166,37.597376662,3.3
764,종로구,서울특별시 종로구 사직동 262-197,V02Q1940883,126.965536299,37.576461959,1.2
765,종로구,서울특별시 종로구 삼청동 35-112,V02Q1940886,126.982104196,37.582438821,3.2
766,종로구,서울특별시 종로구 숭인동 211-16,V02Q1940807,127.020059004,37.573115622,3
767,종로구,서울특별시 종로구 이화동 9-264,V02Q1940848,127.006748049,37.577698183,1
768,종로구,서울특별시 종로구 동숭동 129-77,V02Q1940687,127.005734130,37.581173137,1
769,종로구,서울특별시 종로구 동숭동 6-31,V02Q1940827,127.005814953,37.583250447,2.1
770,종로구,서울특별시 종로구 돈의동 162,V02Q1940839,126.990608589,37.571218817,3.1
771,종로구,서울특별시 종로구 충신동 189-2,V02Q1940718,127.004658247,37.573899271,3
772,종로구,서울특별시 종로구 창신동 197-17,V02Q1940810,127.013204061,37.573677936,3.6
773,종로구,서울특별시 종로구 창신동 619-2,V02Q1940875,127.009067983,37.578529489,1
774,종로구,서울특별시 종로구 창신동 산 6-25,V02Q1940844,127.014486370,37.578940321,2.7
775,종로구,서울특별시 종로구 평창동 232,V02Q1940802,126.966737815,37.605283318,2.5
776,종로구,서울특별시 종로구 구기동 110-30,V02Q1940877,126.956372518,37.607870193,2.6
777,종로구,서울특별시 종로구 명륜3가 53-2,V02Q1940817,126.996923175,37.584479904,3.7
778,종로구,서울특별시 종로구 명륜4가 206-8,V02Q1940840,126.998152524,37.581880250,3.7
779,종로구,서울특별시 종로구 신문로2가 6-3,V02Q1940808,126.968764924,37.568745241,4
780,양천구,서울특별시 양천구 목동 565,V02Q1940865,126.872103025,37.546451416,3.9
781,양천구,서울특별시 양천구 목동 621-19,V02Q1940867,126.864660671,37.545028041,3.7
782,양천구,서울특별시 양천구 목동 868,V02Q1940095,126.868390948,37.532916258,3.8
783,양천구,서울특별시 양천구 신월동 852,V02Q1940869,126.837774004,37.525350406,4
784,양천구,서울특별시 양천구 신정동 1142,V02Q1940814,126.854668099,37.519384614,3.7
785,양천구,서울특별시 양천구 신정동 294-18,V02Q1940863,126.871089390,37.518876054,3.1
786,양천구,서울특별시 양천구 신정동 653-6,V02Q1940804,126.853951667,37.515854169,3.8
787,양천구,서울특별시 양천구 신정동 957-16,V02Q1940312,126.858435267,37.522821250,3.2
788,양천구,서울특별시 양천구 신정동 323-1,V02Q1940364,126.862864530,37.516646199,3.4
789,양천구,서울특별시 양천구 신월동 136-8,V02Q1940240,126.831721727,37.532060638,4.1
790,양천구,서울특별시 양천구 신월동 883,V02Q1940413,126.844448699,37.524655300,3.5
791,양천구,서울특별시 양천구 목동 904,V02Q1940453,126.871446408,37.532634788,4.2
792,양천구,서울특별시 양천구 신월동 628,V02Q1940472,126.841425739,37.514505075,3.9
793,양천구,서울특별시 양천구 신월동 976-1,V02Q1940750,126.835908342,37.521971144,4.2
794,양천구,서울특별시 양천구 목동 916-2,V02Q1940864,126.875374358,37.525767618,3.4
795,양천구,서울특별시 양천구 신정동 842-1,V02Q1940861,126.866846473,37.509089509,4.2
796,양천구,서울특별시 양천구 신월동 43-4,V02Q1940071,126.824270656,37.536238786,3.2
797,양천구,서울특별시 양천구 신월동 275,V02Q1940395,126.829309039,37.538910703,4.1
798,양천구,서울특별시 양천구 신정동 325-6,V02Q1940424,126.858987432,37.510198596,3.7
799,양천구,서울특별시 양천구 신정동 137-2,V02Q1940826,126.878024994,37.520384235,2.8
800,양천구,서울특별시 양천구 목동 900-9,V02Q1940654,126.883621196,37.543046428,3.5
801,양천구,서울특별시 양천구 신월동 823,V02Q1940732,126.836961771,37.526655055,3.7
802,양천구,서울특별시 양천구 목동 131-30,V02Q1940809,126.881352303,37.543642972,3.7
803,양천구,서울특별시 양천구 신정동 1062,V02Q1940492,126.860106756,37.528186579,3.5
804,양천구,서울특별시 양천구 신월동 796,V02Q1940946,126.834790407,37.534443996,3.9
805,양천구,서울특별시 양천구 신월동 805,V02Q1940942,126.833076323,37.532462634,5.2
806,양천구,서울특별시 양천구 신월동 802,V02Q1940951,126.836128493,37.531246089,4
807,양천구,서울특별시 양천구 목동 616-15,V02Q1940943,126.864648122,37.548507166,4.3
808,양천구,서울특별시 양천구 목동 929,V02Q1940455,126.881433047,37.542775849,4.3
809,양천구,서울특별시 양천구 목동 901-8,V02Q1940480,126.881687533,37.539717109,4.1
810,양천구,서울특별시 양천구 신정동 89-82,V02Q1940443,126.873804303,37.520684165,4.2
811,양천구,서울특별시 양천구 목동 823,V02Q1940762,126.864421104,37.540245113,4.1
812,양천구,서울특별시 양천구 목동 655-4,V02Q1940766,126.863101671,37.545652837,3.5
813,양천구,서울특별시 양천구 목동 724-1,V02Q1940792,126.864529956,37.538422726,3.3
814,양천구,서울특별시 양천구 목동 843,V02Q1940614,126.871767426,37.537542078,3.9
815,양천구,서울특별시 양천구 목동 813,V02Q1940259,126.863792786,37.533927796,3.9
816,양천구,서울특별시 양천구 목동 907-21,V02Q1940741,126.878573682,37.535750610,3.3
817,양천구,서울특별시 양천구 목동 909-9,V02Q1940759,126.883017390,37.536645964,3.1
818,양천구,서울특별시 양천구 목동 902,V02Q1940776,126.875026391,37.539684296,3.2
819,양천구,서울특별시 양천구 목동 912,V02Q1940771,126.883508056,37.535134263,3.4
820,양천구,서울특별시 양천구 목동 879,V02Q1940489,126.864592055,37.530770624,3.9
821,양천구,서울특별시 양천구 목동 901,V02Q1940774,126.878243997,37.538516483,4.2
822,양천구,서울특별시 양천구 신월동 92-17,V02Q1940849,126.832836517,37.535559655,3.4
823,양천구,서울특별시 양천구 신월동 1047,V02Q1940749,126.842256550,37.525240254,4
824,양천구,서울특별시 양천구 신월동 505-21,V02Q1940705,126.848612985,37.523071689,4.3
825,양천구,서울특별시 양천구 신월동 867,V02Q1940740,126.848060521,37.527061611,3.8
826,양천구,서울특별시 양천구 신월동 197-35,V02Q1940287,126.830075249,37.531393326,3.6
827,양천구,서울특별시 양천구 신월동 642,V02Q1940754,126.842681235,37.521659762,3.1
828,양천구,서울특별시 양천구 신월동 1029,V02Q1940760,126.846920703,37.517602426,3.6
829,양천구,서울특별시 양천구 신월동 910-2,V02Q1940447,126.831406421,37.524273473,3.6
830,양천구,서울특별시 양천구 신월동 977,V02Q1940464,126.835738999,37.520329739,3.4
831,양천구,서울특별시 양천구 신정동 729,V02Q1940469,126.843394665,37.510626715,3.9
832,양천구,서울특별시 양천구 신정동 1019-19,V02Q1940835,126.861140014,37.521157149,3.6
833,양천구,서울특별시 양천구 신정동 881-8,V02Q1940773,126.859175524,37.528560458,3
834,양천구,서울특별시 양천구 신정동 331-2,V02Q1940801,126.874001416,37.514021980,3.2
835,양천구,서울특별시 양천구 신정동 163-55,V02Q1940765,126.870535412,37.510731657,3.9
836,양천구,서울특별시 양천구 목동 946-1,V02Q1940876,126.869092177,37.543050815,3.6
837,양천구,서울특별시 양천구 신정동 874-4,V02Q1940769,126.855726795,37.527865321,3.9
838,양천구,서울특별시 양천구 신정동 324-10,V02Q1940707,126.860879933,37.515495269,3.8
839,양천구,서울특별시 양천구 목동 627-15,V02Q1940794,126.867770586,37.545732009,3.8
840,양천구,서울특별시 양천구 신정동 1284-1,V02Q1940715,126.837651948,37.512593393,3.3
841,양천구,서울특별시 양천구 목동 404-21,V02Q1940778,126.875548119,37.522590739,3.3
842,양천구,서울특별시 양천구 신정동 1319-1,V02Q1940729,126.832083525,37.513062284,4.3
843,양천구,서울특별시 양천구 신월동 52-9,V02Q1940659,126.827879104,37.537748852,3.6
844,양천구,서울특별시 양천구 목동 458-4,V02Q1940803,126.872293646,37.523037681,4.2
845,양천구,서울특별시 양천구 신월동 842,V02Q1940795,126.837258847,37.524096897,3.8
846,양천구,서울특별시 양천구 신정동 1208-1,V02Q1940874,126.850006232,37.519336516,4.2
847,양천구,서울특별시 양천구 신정동 1280-1,V02Q1940805,126.834924842,37.513247320,4.3
848,양천구,서울특별시 양천구 신정동 1099,V02Q1940481,126.854653095,37.524082811,3.5
849,양천구,서울특별시 양천구 목동 956,V02Q1940806,126.866797402,37.548031985,3.8
850,양천구,서울특별시 양천구 신정동 949-5,V02Q1940855,126.855789231,37.524553208,3.4
1,강남구,서울특별시 강남구 역삼동 814-6,OC3CL200020,127.0263768,37.50127401,3.3 
2,강남구,서울특별시 강남구 신사동 581-6,OC3CL200021,127.0282295,37.52553243,4.5 
3,강남구,서울특별시 강남구 대치동 889-45,OC3CL200022,127.0498755,37.50309199,3.7 
4,강남구,서울특별시 강남구 대치동 890-57,OC3CL200023,127.0515922,37.50359652,3.7 
5,강남구,서울특별시 강남구 신사동 532-12,OC3CL200015,127.0224148,37.52338411,3.4 
6,강남구,서울특별시 강남구 신사동 541-17,OC3CL200024,127.0234226,37.51839242,3.4 
7,강남구,서울특별시 강남구 개포동 1268,OC3CL200175,127.050789,37.47950461,4.0 
8,강남구,서울특별시 강남구 논현동 2,OC3CL200155,127.0208385,37.51637194,2.5 
9,강남구,서울특별시 강남구 논현동 66,OC3CL200156,127.0286532,37.51889789,4.1 
10,강남구,서울특별시 강남구 논현동 130-9,OC3CL200170,127.0312446,37.51256716,5.0 
11,강남구,서울특별시 강남구 수서동362-9,OC3CL200157,127.0945893,37.49238125,4.1 
12,강남구,서울특별시 강남구  세곡동 120-7,OC3CL200176,127.1069185,37.46507552,3.8 
13,강남구,서울특별시 강남구 신사동 657-37,OC3CL200016,127.0391258,37.52588867,3.8 
14,강남구,서울특별시  강남구 대치동 78-28,OC3CL200135,127.0708615,37.50182482,3.8 
15,강남구,서울특별시  강남구 일원동 246-13,OC3CL200140,127.0797096,37.47948708,4.1 
16,강남구,서울특별시 강남구 수서동 720,OC3CL200141,127.1067158,37.4886613,4.8 
